x0,x1,y
-0.9937747639256466,-2.582270908129495,0
1.4816744322480795,0.12328215364993557,0
1.0280566132930906,0.07661793902933818,0
-0.3988523447271477,1.6712474175410368,0
1.5850429767717198,2.4210284058268146,0
-1.0832796432143654,-0.24693143964728909,0
-0.4636584480282549,-1.501514752518682,0
1.183741041995753,1.1882062647568097,0
-0.10996162484055746,-2.464357086284156,0
-0.9301050012007921,-1.3018073147753861,0
-1.7338222977073665,-0.994856529357249,0
0.7732808159365502,-0.24271374703831317,0
-0.4275305406829937,-0.7567607031357418,0
1.6998529237099582,-1.0800197764690058,0
-0.5086737418374336,-1.6148271583991203,0
0.4214472986388546,-1.2299926916819615,0
0.5440327061333652,-0.4646280919017628,0
-1.2533702227609276,0.5049904129065078,0
3.406316846966287,1.6886212791628474,0
-1.2373856507746728,-0.3389137295791912,0
0.8299292756272808,-0.5720312355191806,0
0.025021850537895563,-1.327567737847841,0
1.6531361467905688,1.1934095446874156,0
0.46477910338490613,-1.2032385983896106,0
1.0535328789937999,1.4077521966096,0
0.6760009010765958,1.8119744907265154,0
0.40991984006302273,-1.3219154501063848,0
-2.290418053232134,0.8417821251280705,0
1.5094063351979736,0.3719112035990334,0
-0.4266881941586509,0.26662309311935084,0
0.5065914431941473,-0.29856227044100536,0
2.5124918980070245,0.11674752947942219,0
0.5667913696662842,0.25366966764980353,0
0.9007584846266936,2.1859413219724377,0
1.8077144644970626,-1.6005155951457108,0
0.9505816294252017,-0.06699845716122504,0
-2.015328990437311,-1.6794445271909137,0
0.9568250178875585,-0.9864659939634813,0
1.9310872536983283,2.3729866909124455,0
-0.4470019159218447,-0.01255584098712472,0
0.8805501198453098,2.4220890593612565,0
-1.1463703204021782,-0.6610700941790177,0
-1.2610194190707649,1.3154103068983152,0
-0.5434197337994944,-2.3277053854602707,0
0.8635960644595753,-0.22829555523068049,0
-1.553159055158603,0.8587897046766705,0
-0.3514129329490524,0.3305645539993211,0
1.8498837995988755,0.8119481808185082,0
1.788251071732885,1.9026602585706953,0
-0.39528223697986203,0.32012551375312753,0
-0.7989723337055471,0.5414586745922417,0
-0.30071257195973605,0.33471421095480974,0
-2.3480191376672557,-1.076353084709728,0
1.2203463140161661,1.0744016426067493,0
-2.3012507136315135,-4.253743209725604,0
-1.561340966924864,-0.04047884299885804,0
-0.3795966018916436,0.20737207995895737,0
-0.3182609336484729,-2.3807149554797085,0
-0.043412951204304495,-0.31358054338138613,0
-0.5197524097161264,-2.68924012875226,0
2.482628597515714,2.4841098528267547,1
2.6667072649287853,1.5024291631997109,1
3.1665946457184075,3.7902438765431405,1
3.154836651699835,1.90653951385832,1
0.785940218319302,1.8332580298818288,1
3.195414979705488,1.9925496724439105,1
1.3780675667368951,0.5597375073372102,1
2.8384632293541285,2.5790037891600868,1
0.5088714182685059,-0.0076608134323565835,1
2.767191821340606,1.7183696596963896,1
4.480630775372954,3.505410693130412,1
2.772656258615155,4.710762808055163,1
1.3959335430538222,0.9067664690198081,1
2.0419471158879308,4.657686857761009,1
0.6460559784119428,2.9848869410246692,1
1.500221960215982,0.32380925254810267,1
2.3593313695180997,2.826992954904533,1
1.9678622228749203,2.3832834974854755,1
2.3351534157629565,1.0666266807466604,1
5.070543181303674,1.1517186230811998,1
0.6827725625612013,-1.3656302391708994,1
0.2137481398226091,-0.46189612724497264,1
0.6268234843203351,2.3431780421970436,1
2.5263223248372553,1.420486153105286,1
0.6181578560827816,0.19787435359836048,1
-0.7718243169785359,1.0009743109753804,1
5.986587910371268,2.7867033202959166,1
2.838580834789833,1.572917823001277,1
1.5144547043893613,-1.3084616887224128,1
5.89507547520285,4.106634315389899,1
3.738645107731492,1.2556671481270527,1
1.1726198487950583,1.2448810288412915,1
2.4074041661278933,1.5309737741570977,1
2.464679777859272,3.735473302134139,1
3.492251491476154,2.1756104916583436,1
3.9668973627253177,4.93863254789607,1
4.282745628216309,4.4417071862085695,1
-2.745200411741573,-1.2869982035599223,1
4.571886207687026,3.023951706033688,1
5.097995919288492,1.425312496761026,1
-0.2959376111886618,1.137709990150147,1
2.448795404051507,2.797487535724743,1
-0.9310718572469261,0.7691495085558704,1
3.1316211467219253,1.7408714455981615,1
3.2903209614204583,2.582012195081912,1
1.7584184133391092,0.7611836758917929,1
0.48115061527027936,2.1878651653516625,1
3.0595664242250455,2.896083252801632,1
1.765891669386369,3.564865971729698,1
3.5271126063302254,4.194326775611398,1
1.1895940637634668,-0.17049103761743822,1
1.090938415678325,1.645165410720622,1
3.128539936662764,1.2796147844478496,1
3.2817024162453254,4.659738985082703,1
3.0021251468520562,4.186592413266881,1
3.016375060919925,4.4817901263016315,1
2.129426955718173,1.2108694221531255,1
0.5082195785144126,2.2650672051603054,1
1.9755462496949903,2.168898308213906,1
1.861735924719711,1.363182465217975,1
